acupoint,internationalnumber,nickname,meridian,place,symptom,matchpoint,picture,massage,massage_no,moxibustion,moxibustion_no,cupping,cupping_no,puncture,puncture_no,scratch,scratch_no,five_element_point,yuan_primary_point,meridian_name,luo_connecting_point,intersection_point,fiveshu_point
中樞穴," DU7"," ",8,在背部，當後正中線上，第10胸椎棘突下凹陷中。,黃疸，嘔吐，腹滿，胃痛，食慾不振，腰背痛。,腰脊痛：命門、腰眼、陽陵泉、後溪。,https://3.bp.blogspot.com/-ktXCZ5WAxfw/WP2N03Fsh8I/AAAAAAAASXw/dme7iryQFls51Z74rQCNVhyg6-pkIzgtgCK4B/s400/zhongshu.jpg,"按摩:用大拇指按揉200次,能治療腹脹、食欲不振等。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療腰背冷痛。"," "," "," "," "," "," "," ",NULL,NULL,督脈,NULL,NULL,NULL
中泉穴," EX-UE3","池泉, 一窩風 ",,在腕背側橫紋中，當指總伸肌腱橈側的凹陷中。,胸中氣滿，目中白翳，掌中熱，胃氣上逆，唾血，心腹中諸氣痛。,胸脅脹痛：中泉、膈俞、章門、陽陵泉。 ,https://1.bp.blogspot.com/-oGJIiAib5tI/WQFwm8QKlqI/AAAAAAAAS_Y/O6bXtxlS12IIUPVUx92ogLGKVhFFsKrlgCK4B/s400/zhongquan.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
中注穴," KI15"," ",12,下腹部臍下1寸（陰交）旁開5分處。《針灸甲乙經》：「在肓俞下五分」，《銅人腧穴針灸圖經》作「一寸」；《循經考穴編》：「與陰交平」。,理腸、通便。古典：腹痛、小腹熱、大便難、腹瀉、腰脊痛、月經不調、小便淋澀。,少腹熱、大便堅：中注、浮郄。  ,https://1.bp.blogspot.com/-MH9s6IAUkAg/WPihu4hLK2I/AAAAAAAARtI/CVTviNaEBzEDz1eNulmjJn-dP7j2yUSHQCK4B/s400/zhonszhu.jpg,"按摩:用大拇指按揉200次,每天持續的按,能治療腹痛、便秘。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調。"," "," "," "," "," "," "," ",NULL,NULL,足少陰腎經,NULL,NULL,NULL
中渚穴," SJ3","下都 ",6,"後溪、勞宮、中渚、落枕穴位橫斷面中渚穴位 (引自《經絡與穴道》)手背第4∼5掌骨間，掌指關節後方凹陷處。當手背第4∼5掌骨間隙的前1/3折點處，尺側與後溪相平，掌內與少府相對。《針灸甲乙經》：「手小指本節後陷者中」；《神應經》：「液門下一寸」；《針方六集》：「小指次指本節後五分陷者中」。",泄熱、聰耳。古典：頭痛、熱病、瘧疾、目赤、耳鳴、耳聾、咽喉腫痛、項痛、身面痒、四肢麻木、背痛、肘臂腫痛、五指不可屈伸。現代：眶上神經痛、肋間神經痛、中耳炎、急性結膜炎、手腕無力。,咽腫：中渚、太溪。嗌痛：支溝、中渚、內庭。耳鳴、耳聾：耳門、中渚。,https://3.bp.blogspot.com/-uL6iNc8K8eE/WPmRMiZVYdI/AAAAAAAARzM/eEf73F7OlL46KV9lq_uRqMUo7Oyb8D8KwCK4B/s400/zhongzhu.jpg,"按摩:用大拇指指尖掐按,能治療頭痛、五指屈伸不利。"," ","艾灸:用艾條温和灸5〜20分鐘,每天1次,可用於治療耳鳴、耳聾。"," "," "," "," "," "," "," ",木穴,NULL,手少陽三焦經,NULL,NULL,俞穴
中瀆穴," GB32","中犢 ",13,股外側面正中線上，膕橫紋(膝中)上五寸，股外側股與股二頭股之間凹陷處。當風市下二寸。《針灸甲乙經》：「在髀骨外，膝上五寸分肉間陷中。」《循經考穴論》：「一本序此穴在風市之前，且云風市上一寸」，疑有誤。,祛風濕，利腿足。古典：寒氣在分肉間，筋痹不仁，腿叉風痛連腰胯，痿證，脅痛。現代：股外側皮神經痛。,痿：中瀆、環跳、足三里、肺俞。脅痛：丘墟、中瀆。  ,https://3.bp.blogspot.com/-kNGgWQ4hGAM/WPs9IXEEbhI/AAAAAAAASAI/51p4KHW4QT0alPONeNsgerwYYUIGqsxgACK4B/s1600/zhongdu.jpg,"按摩:用大拇指按揉200次,能治療大腿外側痹痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療下"," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
中脘穴," RN12","中管, 胃脘, 胃管, 太倉, 上紀 ",1,"中脘、氣海、命門、腰陽關穴位橫斷面 (引自《嚴振國穴位解剖》)中脘穴位 (引自《經絡與穴道》)上腹部正中線臍中上4寸，當歧骨（胸劍結合部）與臍中連線的中點。《針灸甲乙經》：「在上脘下一寸，居心蔽骨與臍之中。」《動功按摩秘訣》：「在臍上四寸。」",和胃，寬中，消食。古典：胃脹，腹滿，胃脘痛，食飲不化，呃逆，嘔吐，吞酸，大便難，赤白痢，疳積，傷暑，瘧疾，痰暈，痰飲，喘息，黃疸，困乏無力，赤白帶下。現代：消化性潰瘍，急慢性胃炎，胃下垂，胃扭轉，腸梗阻，胃腸運動功能性疾病，消化不良，急性胰腺炎，神經衰弱，失眠，慢驚風，食管癌，蕁麻疹，肝炎，早期肝硬化。,胃脹：中脘、章門。泄瀉不止：中脘、天樞、中極。食不化：中脘、三陰交。黃疸、四肢無力：中脘、足三里。便血：中脘、氣海、足三里。喘息不能行：中脘、期門、上廉。胃痛：中脘、內關、梁丘。急性腸梗阻：中脘、天樞、內關、氣海。慢驚風：中脘、關元、足三里、章門、印堂。 ,https://2.bp.blogspot.com/-BJi_vi-TMqc/WP4kmBPdsEI/AAAAAAAASlM/B8lyyZc6pQEikfpfqIq8mmQgHJjwg0MPQCK4B/s1600/zhongwan.jpg,"按摩:用拇指按揉200次,每天持續,能治各種腸胃疾病",注意事項：按摩前搓熱雙手。,"艾灸:用艾條溫和灸5〜20分鐘,可用於治療腹瀉、腹脹等疾病。","注意事項：以局部有溫熱感 、無灼痛為宜。","拔罐:用火罐留罐5〜10分鐘,隔天1次,可用於治療腹痛、減肥等。",注意事項：留罐時間不宜超過20分鐘。," "," ","刮痧:從上向下刮拭3~5分鐘,隔天1次,可用於治療嘔吐、黃疸等。",注意事項：刮痧後注意保暖。,NULL,NULL,任脈,NULL,3,NULL
中膂俞穴," BL29","中膂內俞, 脊內俞, 中膂 ",11,骶部骶正中嵴旁開1.5寸，與第三骶後孔相平處，當中髎外方。《針灸甲乙經》：「在第二十椎下兩傍各一寸五分；挾脊胂而起。」,健腰、止瀉。古典：腰脊痛不得俯仰、腹脹、脅痛、痢疾、腎虛消渴、腋攣、疝痛。現代：坐骨神經痛、下肢癱瘓、陰莖勃起障礙。,腹脹：膈俞、中膂俞、譩譆。痢疾：中膂俞、合谷、足三里。,https://3.bp.blogspot.com/-iwYmKS0P5P0/WPeCXs1P2VI/AAAAAAAARlU/_sIPy7aYVWgaWBfH_lZq_iLudbq7n0oxgCK4B/s320/zhonglushu.jpg,"按摩:用大拇指按揉200次,每天持續,能治療腹痛、腰脊強痛等疾病。"," "," "," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
中衝穴," PC9",中沖,2,手中指末節尖端中央，距指甲游離緣約1分許。《靈樞•本輸》：「手中指之端也」，《針灸甲乙經》補充：「去爪甲如韭葉陷者中」；《太平聖惠方》：「中指甲後一分」；《針灸大全》：「中指內端」；《咽喉秘集》：「在中指內甲角」；依《針灸甲乙經》等書記載，則定于中指橈側，指甲廓橈側角後旁一分凹陷處。,清熱、開竅、利喉舌。古典：昏厥、熱病、心煩悶、心痛、中風昏迷、舌強腫痛、中暑、小兒夜啼、咽喉腫痛、頭痛如破、身熱如火。,舌下腫疼：廉泉、中衝。身熱如火、頭痛如破：命門、中衝。  ,https://2.bp.blogspot.com/-mXs3GJckhro/WPjbW_HITXI/AAAAAAAARw4/iDuP7k7ywMUgSuMv_0qTMZQe1Rhew8DsACK4B/s320/zhongchong.jpg,"按摩:用大拇指指尖掐按,能夠治療熱病、腦中風昏迷。","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療心痛。",注意事項：以局部有溫熱感、無灼痛為宜," "," ","刺血:用三棱針在中衝點刺放血1~2毫升,可治療小兒驚風",注意事項：注意針刺前消毒。,"刮痧:從手指近端向遠端刮拭3~5分鐘,每天3~5次,可用於治療心痛。",注意事項：宜單向、循經絡刮拭。,木穴,NULL,手厥陰心包經,NULL,2,井穴
中都穴," LR6","中郄 ",9,小腿內側面，內踝尖直上七寸，脛骨內側面中。當蠡溝直上二寸。《針灸甲乙經》：「在內踝上七寸（脛）中」；《外台秘要》：「在陰陵泉、三陰交中間是」。,疏肝理氣，調經攝血。古典：心腹滿、腹痛、腹瀉、疝氣、陰痛、崩漏、產後惡露不絕，脛寒痹痛、不能行立、足下熱。現代：病毒性肝炎，功能失調性子宮出血。,四肢浮腫：曲池、中渚、中都、陰陵泉、內庭。  ,https://4.bp.blogspot.com/-nQiE-FC6ixE/WPx3VMBFC0I/AAAAAAAASOY/UghCHQFR-cYLZ77UAEl-j7K62fHDGmfdQCK4B/s320/zhongdu.jpg,按摩:用大拇指按揉200次用於治療小腹痛。," ","艾灸:用艾條温和灸5〜20分繼,每天1次,可用於治療痛經、遺精、崩漏、疝氣等。"," "," "," "," "," "," "," ",NULL,NULL,足厥陰肝經,NULL,NULL,NULL
中髎穴," BL33","中窌 ",11,骶部，次髎內下方8分許，適對第3骶後孔凹陷處；外與中膂俞相平，距背正中線約6分許。《針灸甲乙經》：「在第三空，俠脊陷者中」；《針灸集成》：「在次髎下，直中膂俞。」,理下焦、健腰膝。古典：腰痛、腰尻中寒、小腹脹、大便難、泄瀉、痢疾、小便淋瀝、月經不調、赤白帶下。現代：前列腺炎、盆腔炎。,大便難：中髎、承筋、承山、中脘、石門、大鍾、太溪、太衝。月經不調、帶下：腎俞、中髎、膀胱俞、關元、三陰交。  ,https://3.bp.blogspot.com/-CLn6Z6mvcRk/WPd936FqW-I/AAAAAAAARkQ/CsAMFe-VBporLZ9u9R7POI1WLl20SmvrACK4B/s400/zhongliao.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
中魁穴," EX-UE4"," ",,在中指背，側近側指間關節的中點處。,牙痛，五噎反胃，吐食，吞酸，鼻血，食道痙攣，食慾減退，胃擴張，呃逆，白癜風。,噎膈：中魁、中脘、足三里、內關、膈俞、胃俞、巨闕、大陵、支溝、上脘。翻胃吐食：中脘、腰俞、中魁、足三里。  ,https://2.bp.blogspot.com/-3FriHkHMAVI/WQFy1QI9_VI/AAAAAAAAS_s/SMIm3rORb4gQ6vtz60-mPbEi5B5LtsBZwCK4B/s400/zhongkui1.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
乳中穴," ST17"," ",14,胸部，乳頭正中。男子約當第四脅間隙或第5肋上緣，距前正中線4寸處。《針灸甲乙經》：「乳中，禁不可刺灸」；《針方六集》：「當乳頭。」,卒癲，小兒暴癇，夏月中熱喝死。,乳癰：膺窗、乳中、乳根、下巨虛、太衝。,https://4.bp.blogspot.com/-A5KiRgnUXLA/WPR7dPBRClI/AAAAAAAAQ9Q/EFLNaXDTqMcrYUQKJrelkq74t6cFMg-DQCK4B/s400/ruzhong.jpg,"按摩:用五指從四周向中間抓擠,每天200次,用於治療產後乳少。"," "," "," ","拔罐:產後無乳及乳癰患者,可挑出乳頭上米白色顆粒,立刻用火罐吸拔。"," "," "," "," "," ",NULL,NULL,足陽明胃經,NULL,NULL,NULL
乳根穴," ST18","虛里, 薜息 ",14,"乳根穴位 (引自《經絡與穴道》)胸部，乳頭直下，乳房根部，前中線旁開4寸，第5肋間隙凹陷處，當胸大肌下緣溝中。《針灸甲乙經》：「在乳下一寸六分陷者中」；《循經考穴編》：「與中庭平」；《醫學正傳》：「婦人在乳房下起肉處陷中」；《壽世保元》：「在正直乳下容一指許，骨間陷中。婦人則屈乳頭度之，乳頭齊處是穴。」",理氣、降逆、通乳。古典：咳逆氣促，乳腫痛，胸下悶痛，噎膈食不下，膺腫，卒吐，小兒暴病，腹滿短氣轉鳴，小兒溫瘧，小兒癖，反胃，乾嘔，腹痛脹急，不得氣息，上衝心胸，旁攻兩脇，或塊壘踴起，或牽引腰背，上氣唾膿血，霍亂，噫氣，傷寒，胎衣不下，呃逆。現代：產後乳汁分泌不足，乳腺炎，乳癖（乳腺增生）。,氣嗽痰哮：乳根、俞府。乳汁少：乳根、膻中、少澤。  ,https://3.bp.blogspot.com/-UPvYaEH0Lgc/WPR_kLhkzgI/AAAAAAAAQ9w/hLsp458MX1IqgwFiXggXvxXB0BdN0oG6gCK4B/s400/rugen.jpg,"按摩:從乳根向乳中推揉,每天200次,用於治療產後乳少。"," "," "," "," "," "," "," "," "," ",NULL,NULL,足陽明胃經,NULL,NULL,NULL
二十椎穴," EX-B14"," ",,位於骶後正中線上當第三骶椎棘突處取穴。,吐血，衄血，大便下血，婦人血崩及其他血病。,衄血：二十椎、上星。婦人血崩：二十椎、中極、子宮、血海、太衝。  ,https://4.bp.blogspot.com/-7FTTTTEv_zY/WQCF868usjI/AAAAAAAAS6w/1dkxoWC6KfkuJb9nedqYbDmlaQcPR6dOwCK4B/s400/ex-b14.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
二白穴," EX-UE2"," ",,在前臂掌側，腕橫紋上四寸，橈側腕屈肌腱的兩側，一側二穴。,痔漏，下血，裡急後重，或痒或疼，脫肛。,脫肛便血：百會、長強、大腸俞、氣海、二白。久痔：二白、長強、承山。痔核痔漏：二白、長強、溫溜、會陽。  ,https://4.bp.blogspot.com/-qUyB_i9zyZI/WQDA2iVLUMI/AAAAAAAAS_A/Yd2jD1HmikIugjajBHwAx0Bl4fxKqYEEQCK4B/s400/erbai.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
二間穴," LI2","間谷 ",7,微握拳，食指橈側緣，第二掌指關節前方赤白肉際凹陷處。《靈樞•本輸》：「本節之前」；《針灸甲乙經》：「在手大指次指本節前內側陷者中」，《循經考穴編》補充：「橫紋尖陷中」；握拳時約當食指指掌橫紋橈側端處。,清熱、利咽、明目。古典：目昏不見、鼻衄、牙痛、咽喉腫痛、喉痹、頷腫、肩背痛、多臥善唾、振寒、多驚、口歪眼斜、傷寒寒熱、頭痛、手指麻木。現代：口齒頜面病症。,牙痛、頭痛、喉痹：二間、足三里。牙痛：顴髎、二間。寒慄惡寒：陰郄、二間。肩背相引：二間、商陽、委中、崑崙。,https://1.bp.blogspot.com/-Os6xtLKsnG8/WPMXcbjSQNI/AAAAAAAAQww/f3mYhujY9icYqcBitn6kBPAkbK1kAEYCwCK4B/s400/shangyang.jpg,按摩:用大拇指按揉200次、能防治咽喉及眼部疾病。," ",艾灸:用艾條温和灸5〜20分鐘、可以用於治療咽喉腫痛、濕疹。," "," "," "," "," "," "," ",水穴,NULL,手陽明大腸經,NULL,NULL,滎穴
五樞穴," GB27"," ",13,腹部，髂前上棘內側凹陷處，與臍下三寸(關元、水道)處相平，當關元旁六寸。《針灸甲乙經》：「在帶脈下三寸；一曰在水道旁一寸五分。」《針灸大成》：「水道傍五寸五分」，《循經考穴編》：「腰胯罅中」。,調帶脈，理下焦。古典：小腹痛，裡急，陰疝，瘛瘲，腰間痛，婦人下赤白。現代：腹脹，子宮脫垂。,痃瘕：氣海、五樞、氣門、足三里、三陰交。肩脊痛：五樞。卵縮：五樞、歸來。,https://3.bp.blogspot.com/-Ntl0HfWha3Y/WPtzL0zusuI/AAAAAAAASD4/MEcjtG7N3EIB23UympK1i7pa2h3AkU5IgCK4B/s400/wushu.jpg,"按摩:用大拇指按揉200次,每天持續,能治療月經不調。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調、小腹痛、疝氣等。"," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
五處穴," BL5"," ",11,頭部前髮際正中直上1寸（上星）旁開1.5寸處，當曲差後5分。《針灸甲乙經》：「在督脈傍，去上星一寸五分」；《靈樞經脈翼》：「曲差後五分」。,祛風、通竅、泄熱。古典：眩暈、頭重痛、汗出、寒熱、瘛瘲、癲疾、目不明、鼻鼽衄、善噫、喘息不利，脊強反折，時時嚏不已，風痹。現代：三叉神經痛。,脊強反折、瘛瘲、癲疾、頭痛：五處、身柱、委中、委陽、崑崙。汗出寒熱：五處、攢竹、上脘。  ,https://3.bp.blogspot.com/-q-62W2Py-fA/WPcFkf3UHSI/AAAAAAAARXk/rXLzJTKMFroZvf4Wa_fOkzfQglhMzz0GACK4B/s400/wuchu.jpg,"按摩:用大拇指或中指按揉200次,能治療頭痛。","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療目眩、視物不清。","注意事項：艾灸時注意安全,避免灼燒頭髮。"," "," "," "," ","刮痧:從前向後刮拭3~5分鐘,隔天1次,可以用來治療癲癇、小兒驚風等疾病。",注意事項：宜單向、循經絡刮拭。,NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
交信穴," KI8","內筋 ",12,小腿內側面，太溪直上2寸，脛骨內側緣後方凹陷處，當復溜前5分。《針灸甲乙經》：「在足內踝上二寸，少陰前，太陰後，筋骨間。」《針灸集成》：「在三陰交下一寸後開些。」《針灸聚英》誤作：「前旁骨是復溜，後旁筋是交信。」,利水、調經、理下焦。古典：小腹偏痛、大小便難、月水不來、陰挺、盜汗、瀉痢赤白、漏血、癃淋、頹疝、陰急、股樞腨內廉痛。現代：功能失調性子宮出血、睪丸炎、尿瀦留。,女子漏血：交信、合陽。女子漏血不止：陰谷、交信、三陰交、太衝。  ,https://1.bp.blogspot.com/-c2-RIqkAXB4/WPibm-OHKSI/AAAAAAAARsM/32HxmF1cGywzl3ysXovO81pBZHWOuk1WgCK4B/s400/jiaoxin.jpg,"按摩:用大拇指按揉200次,能治療月經不調。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療崩漏、陰挺、陰癢等疾病。"," "," "," "," "," "," "," ",NULL,NULL,足少陰腎經,NULL,NULL,NULL
京門穴," GB25","氣府, 氣俞 ",13,側腰部，第十二肋游離端下方凹陷處，前距章門約一寸八分，後略平志室。《針灸甲乙經》：「在監骨下(上)，腰中挾脊，季脇下(後)一寸八分」。《備急千金要方》：「在監骨腰中季脇本，挾脊。」《循經考穴編》：「一頭齊神闕，一頭齊命門，折中是穴。」可供參考。,健腰，利水，消脹。古典：腹脹，小腹痛，裡急，洞泄，水道不通，溺黃，腰痛，骨痹痛引背。現代：腎炎，肋間神經痛。,尿黃、水道不通：京門、照海。洞泄不化：京門、然谷、陰陵泉。洞泄體痛：京門、崑崙。脊強反折：京門、石關。小腹腫：京門、蠡溝、中封。腰痛不可以久立俯仰：京門、行間。腰痛：京門、腎俞、膀胱俞、委中。  ,https://4.bp.blogspot.com/-LCt1WKYYwRY/WPuESN52M-I/AAAAAAAASFc/ha8aZ5kNk0YXYbeo3kUzbIaEHDt1hScxgCK4B/s1600/jingmen.jpg,"按摩:用大拇指按揉200次,每天持續,能夠治療胸滿脅痛、腹痛等症。"," "," "," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
京骨穴," BL64"," ",11,足外側部，第5跖骨粗隆下方赤白肉際處，當小趾尖與足跟底後緣連線的中點。《靈樞•本輸》：「足外側大骨之下」，《針灸甲乙經》補充：「赤白肉際陷者中」；《針灸聚英》：「小指本節後大骨名京骨，其穴在骨下。」《循經考穴編》：「當以繩量小指（趾）至後跟中折取」；《針灸集成》：「在申脈前三寸」。,祛風熱、清頭目、利腰膝。古典：頭頂痛、寒熱、目赤、目生白翳、目眥爛、眩暈、鼻塞、鼻衄、癲狂、項強、腰脊痛不可俯仰、腹滿、泄瀉、心痛、髀樞痛、足塞、膝痛、腳攣、驚悸、寒濕腳氣、兩足燥裂或濕痒生瘡。現代：急性腰扭傷、落枕、心肌炎、胸膜炎。,腎心痛：崑崙、京骨。身體不仁：中封、京骨。目中白翳：前谷、京骨。足寒：腎俞、然谷、京骨。心肌炎：郄上、內關、通里、少府、京骨。,https://4.bp.blogspot.com/-mFwvBiv7mCc/WPbhEBDzlVI/AAAAAAAART8/jWXIxwNkg1sP-ukvAsiWRuuCkiaiOypJwCK4B/s400/jinggu.jpg,"按摩:用大拇指按揉200次,每天持續,能治療足痛、頭痛、目翳等疾病。"," ","艾灸:用艾條溫和灸5〜20分鐘,可治療頭痛、目翳等。"," "," "," "," "," "," "," ",NULL,1,足太陽膀胱經,NULL,NULL,NULL
