acupoint,symptom,meridian
上九里穴,半身麻痺,NULL
上九里穴,手臂酸麻,NULL
上九里穴,眼酸,NULL
上九里穴,神經痛,NULL
上九里穴,背痛,NULL
上九里穴,腰痛,NULL
上九里穴,腿痛,NULL
上九里穴,項頸痛,NULL
上九里穴,頭暈,NULL
上九里穴,頭痛,NULL
上俞穴,坐骨神經痛,NULL
上俞穴,心臟擴大,NULL
上俞穴,心臟麻痺,NULL
上俞穴,狹心症,NULL
上俞穴,背痛,NULL
上俞穴,胸痛,NULL
上俞穴,腰痛,NULL
上俞穴,頭痛,NULL
上唇穴,唇痛,NULL
上唇穴,白口症,NULL
上士穴,腰痛,NULL
上巨虛穴,下肢痿痹,3
上巨虛穴,便秘,3
上巨虛穴,泄瀉,3
上巨虛穴,胸脅滿,3
上巨虛穴,腳氣,3
上巨虛穴,腸癰,3
上巨虛穴,腸鳴,3
上巨虛穴,腹痛,3
上巨虛穴,膝腫,3
上巨虛穴,食不化,3
上廉穴,上肢雙側癱,2
上廉穴,上肢雙側麻痺,2
上廉穴,下腹部痛,2
上廉穴,偏癱,2
上廉穴,十二指腸炎,2
上廉穴,半身不遂,2
上廉穴,大便時間較長,2
上廉穴,大便溏,2
上廉穴,大便秘結,2
上廉穴,大便稀薄,2
上廉穴,小便難,2
上廉穴,小便顏色偏黃,2
上廉穴,手臂麻木,2
上廉穴,排尿困難,2
上廉穴,排尿疼痛,2
上廉穴,暈眩,2
上廉穴,月經期間腹瀉,2
上廉穴,梅尼爾氏病,2
上廉穴,氣喘,2
上廉穴,痢疾,2
上廉穴,肩膊酸痛,2
上廉穴,腸鳴腹痛,2
上廉穴,腹中有鳴叫聲,2
上廉穴,腹瀉,2
上廉穴,腹痛,2
上廉穴,膝部腫大疼痛,2
上廉穴,面色發白,2
上廉穴,頭痛,2
上明穴,白內障,NULL
上明穴,色盲,NULL
上星穴,上呼吸道感染,13
上星穴,咽炎,13
上星穴,小兒驚風,13
上星穴,感冒,13
上星穴,慢性鼻炎,13
上星穴,慢性鼻竇炎,13
上星穴,散光,13
上星穴,暈眩,13
上星穴,月經期間眼睛痛,13
上星穴,梅尼爾氏病,13
上星穴,流鼻涕或流鼻水,13
上星穴,流鼻血,13
上星穴,溢淚,13
上星穴,熱病,13
上星穴,瘧疾,13
上星穴,癇證,13
上星穴,癲狂,13
上星穴,癲疾,13
上星穴,癲癇,13
上星穴,白痰,13
上星穴,白鼻涕,13
上星穴,目赤腫痛,13
上星穴,眩暈,13
上星穴,眼睛疼痛,13
上星穴,眼睛癢,13
上星穴,眼睛紅痛,13
上星穴,砂眼,13
上星穴,神經衰弱症,13
上星穴,角膜炎,13
上星穴,迎風流淚,13
上星穴,近視,13
上星穴,過敏性鼻炎,13
上星穴,針眼,13
上星穴,面赤腫,13
上星穴,面部浮腫,13
上星穴,頭痛,13
上星穴,頭部發冷,13
上星穴,頭部發熱,13
上星穴,頭髮乾燥,13
上星穴,黃痰,13
上星穴,黃鼻涕,13
上星穴,鼻咽炎,13
上星穴,鼻塞,13
上星穴,鼻子乾燥,13
上星穴,鼻子癢,13
上星穴,鼻淵,13
上星穴,鼻痔,13
上星穴,鼻癰,13
上星穴,鼻衄,13
上星穴,鼻部疼痛,13
上曲穴,小兒麻痺,NULL
上泉穴,口歪眼斜,NULL
上泉穴,顏面神經麻痺,NULL
上瘤穴,腦瘤,NULL
上白穴,坐骨神經痛,NULL
上白穴,弱視,NULL
上白穴,心絞痛,NULL
上白穴,散光,NULL
上白穴,眼酸脹,NULL
上白穴,結膜炎,NULL
上白穴,背痛,NULL
上白穴,腰痛,NULL
上白穴,角膜炎,NULL
上白穴,迎風流淚,NULL
上白穴,近視眼,NULL
上脘穴,乾嘔,14
上脘穴,十二指腸炎,14
上脘穴,吐血,14
上脘穴,呃逆,14
上脘穴,咳嗽,14
上脘穴,咳嗽痰多,14
上脘穴,嘔吐,14
上脘穴,嘔血,14
上脘穴,噯氣脹氣,14
上脘穴,大便溏,14
上脘穴,大便稀薄,14
上脘穴,心臟痛,14
上脘穴,感到噁心反胃,14
上脘穴,感到煩燥,14
上脘穴,打嗝,14
上脘穴,月經期間腹瀉,14
上脘穴,泄利,14
上脘穴,消化不良,14
上脘穴,疳積,14
上脘穴,痢疾,14
上脘穴,癲癇,14
上脘穴,目眩,14
上脘穴,睡眠障礙,14
上脘穴,納呆,14
上脘穴,翻胃,14
上脘穴,肥胖,14
上脘穴,胃下垂,14
上脘穴,胃潰瘍,14
上脘穴,胃痛,14
上脘穴,胃脘疼痛,14
上脘穴,胃脘痛,14
上脘穴,胃腸感覺不舒服,14
上脘穴,胃腸脹氣,14
上脘穴,腹中有鳴叫聲,14
上脘穴,腹瀉,14
上脘穴,腹脹,14
上脘穴,虛勞吐血,14
上脘穴,食不化,14
上脘穴,驚悸,14
上脘穴,黃疸,14
上谿穴,久年頭痛,NULL
上谿穴,偏頭痛,NULL
上谿穴,胃及十二指腸炎,NULL
上谿穴,項緊,NULL
上谿穴,頭昏,NULL
上谿穴,頭脹,NULL
上迎香穴,感冒,NULL
上迎香穴,過敏性鼻炎,NULL
上迎香穴,鼻塞,NULL
上里穴,全身酸痛,NULL
上里穴,反胃,NULL
上里穴,口歪眼斜,NULL
上里穴,嘔吐,NULL
上里穴,昏痛,NULL
上里穴,眼壓過高脹痛,NULL
上里穴,腹脹,NULL
上里穴,頭痛,NULL
上里穴,顏面神經麻痺,NULL
上關穴,三叉神經痛,11
上關穴,中耳炎,11
上關穴,偏頭痛,11
上關穴,口噤不開,11
上關穴,口歪眼斜,11
上關穴,口眼喎斜,11
上關穴,失明,11
上關穴,暈眩,11
上關穴,梅尼爾氏病,11
上關穴,牙周疾病,11
上關穴,牙齒痛,11
上關穴,牙齒緊閉口張不開,11
上關穴,牙齦出血,11
上關穴,牙齦腫脹,11
上關穴,瘛瘲,11
上關穴,目眩,11
上關穴,耳朵痛,11
上關穴,耳聾,11
上關穴,耳鳴,11
上關穴,聤耳,11
上關穴,貝爾氏癱瘓,11
上關穴,青盲,11
上關穴,面痛,11
上關穴,面部浮腫,11
上關穴,頭痛,11
上關穴,顏面抽搐,11
上關穴,驚癇,11
上關穴,齒痛,11
上髎穴,卵巢炎,7
上髎穴,坐骨神經痛,7
上髎穴,大便失禁,7
上髎穴,大便時間較長,7
上髎穴,大便秘結,7
上髎穴,大小便不利,7
上髎穴,女性不孕症,7
上髎穴,女陰搔癢,7
上髎穴,子宮內膜異位症,7
上髎穴,子宮發炎,7
上髎穴,帶下,7
上髎穴,性慾低下,7
上髎穴,感到噁心反胃,7
上髎穴,打嗝,7
上髎穴,排尿困難,7
上髎穴,排尿疼痛,7
上髎穴,月經不調,7
上髎穴,月經延後到來,7
上髎穴,月經週期不規則,7
上髎穴,男性勃起障礙,7
上髎穴,痔瘡,7
上髎穴,白帶,7
上髎穴,腰痛,7
上髎穴,腰腿痛,7
上髎穴,腰骶痛,7
上髎穴,臀部痛,7
上髎穴,赤白帶,7
上髎穴,赤白帶下,7
上髎穴,遺尿,7
上髎穴,遺精,7
上髎穴,陰囊搔癢,7
上髎穴,陰挺,7
上髎穴,陰道炎,7
上髎穴,陽萎,7
上髎穴,黃帶,7
上高穴,腹膜炎,NULL
上黃穴,骨膜炎,NULL
下九里穴,坐骨神經痛,NULL
下九里穴,手麻,NULL
下九里穴,背痛,NULL
下九里穴,腰痛,NULL
下九里穴,腿痛,NULL
下俞穴,眼酸痛,NULL
下俞穴,肺部疾病,NULL
下俞穴,胃腸疾病,NULL
下俞穴,胸背痛,NULL
下俞穴,腦壓過高,NULL
下俞穴,腰脊痛,NULL
下俞穴,膽固醇過高,NULL
下俞穴,頂緊痛,NULL
下俞穴,頭暈,NULL
下俞穴,頭痛,NULL
下俞穴,高血壓,NULL
下唇穴,唇痛,NULL
下唇穴,白口症,NULL
下巨虛穴,下肢痿痹,3
下巨虛穴,乳癰,3
下巨虛穴,小腹痛,3
下巨虛穴,氣逆,3
下巨虛穴,泄瀉,3
下巨虛穴,痢疾,3
下巨虛穴,癲癇,3
下巨虛穴,腹痛,3
下巨虛穴,足痿,3
下巨虛穴,轉筋,3
下廉穴,上肢雙側癱,2
下廉穴,上肢雙側麻痺,2
下廉穴,上腹部痛,2
下廉穴,下腹部痛,2
下廉穴,乳房硬結,2
下廉穴,乳腺炎,2
下廉穴,十二指腸炎,2
下廉穴,半身不遂,2
下廉穴,嘴唇乾裂,2
下廉穴,大便出血,2
下廉穴,大便溏,2
下廉穴,大便稀薄,2
下廉穴,大便膿血,2
下廉穴,暈眩,2
下廉穴,月經期間大便出血,2
下廉穴,月經期間眼睛痛,2
下廉穴,月經期間腹瀉,2
下廉穴,梅尼爾氏病,2
下廉穴,氣喘,2
下廉穴,消化不良,2
下廉穴,痢疾,2
下廉穴,目痛,2
下廉穴,眩暈,2
下廉穴,眼睛疼痛,2
下廉穴,繞臍痛,2
下廉穴,肘臂痛,2
下廉穴,肚臍周圍痛,2
下廉穴,肺結核,2
下廉穴,胃脘痛,2
下廉穴,胃腸脹氣,2
下廉穴,脖子酸痛,2
下廉穴,腹中有鳴叫聲,2
下廉穴,腹瀉,2
下廉穴,腹痛,2
下廉穴,腹脹,2
下廉穴,頭痛,2
下廉穴,頸部痠痛,2
下廉穴,食不化,2
下曲穴,小兒麻痺,NULL
下極俞穴,小便不利,NULL
下極俞穴,腰痛,NULL
下極俞穴,腹瀉,NULL
下極俞穴,腹痛,NULL
下極俞穴,遺尿,NULL
下泉穴,口歪眼斜,NULL
下泉穴,顏面神經麻痺,NULL
下白穴,坐骨神經痛,NULL
下白穴,岔氣,NULL
下白穴,骨刺,NULL
下脘穴,乾嘔,14
下脘穴,便秘,14
下脘穴,全身性水腫,14
下脘穴,十二指腸炎,14
下脘穴,呃逆,14
下脘穴,嘔吐,14
下脘穴,噯氣脹氣,14
下脘穴,大便溏,14
下脘穴,大便稀薄,14
下脘穴,感到噁心反胃,14
下脘穴,月經期間腹瀉,14
下脘穴,泄瀉,14
下脘穴,消化不良,14
下脘穴,痞塊,14
下脘穴,痢疾,14
下脘穴,肥胖,14
下脘穴,胃下垂,14
下脘穴,胃潰瘍,14
下脘穴,胃脘痛,14
下脘穴,胃腸脹氣,14
下脘穴,脘痛,14
下脘穴,腸鳴,14
下脘穴,腹中有鳴叫聲,14
下脘穴,腹瀉,14
下脘穴,腹瀉伴隨不消化食物,14
下脘穴,腹痛,14
下脘穴,腹脹,14
下脘穴,虛腫,14
下脘穴,食穀不化,14
下谿穴,久年頭痛,NULL
下谿穴,偏頭痛,NULL
下谿穴,胃及十二指腸炎,NULL
下谿穴,項緊,NULL
下谿穴,頭昏,NULL
下谿穴,頭脹,NULL
下間穴,兩眼發酸,NULL
下間穴,心悸,NULL
下間穴,疝氣,NULL
下間穴,背痛,NULL
下間穴,膝蓋痛,NULL
下間穴,頭暈,NULL
下關穴,三叉神經痛,3
下關穴,中耳炎,3
下關穴,口噤,3
下關穴,口歪眼斜,3
下關穴,牙痛,3
下關穴,眩暈,3
下關穴,耳聾,3
下關穴,耳鳴,3
下關穴,聤耳,3
下關穴,齒痛,3
下髎穴,下腹部痛,7
下髎穴,便秘,7
下髎穴,便血,7
下髎穴,前列腺炎,7
下髎穴,卵巢炎,7
下髎穴,坐骨神經痛,7
下髎穴,大便時間較長,7
下髎穴,大便溏,7
下髎穴,大便秘結,7
下髎穴,大便稀薄,7
下髎穴,女陰搔癢,7
下髎穴,子宮內膜異位症,7
下髎穴,子宮崩漏,7
下髎穴,子宮發炎,7
下髎穴,小便不利,7
下髎穴,少腹痛,7
下髎穴,帶下,7
下髎穴,性慾低下,7
下髎穴,排尿困難,7
下髎穴,排尿疼痛,7
下髎穴,月經延後到來,7
下髎穴,月經期間腹瀉,7
下髎穴,月經痛,7
下髎穴,月經週期不規則,7
下髎穴,泄瀉,7
下髎穴,痛經,7
下髎穴,痢疾,7
下髎穴,白帶,7
下髎穴,腰痛,7
下髎穴,腰骶痛,7
下髎穴,腸鳴,7
下髎穴,腹中有鳴叫聲,7
下髎穴,腹瀉,7
下髎穴,腹痛,7
下髎穴,腹股溝疝氣,7
下髎穴,臀部痛,7
下髎穴,血尿,7
下髎穴,赤白帶,7
下髎穴,赤白帶下,7
下髎穴,陰囊搔癢,7
下髎穴,陰道炎,7
下髎穴,高血壓,7
下髎穴,黃帶,7
下高穴,腹膜炎,NULL
不容穴,不嗜食,3
不容穴,口乾,3
不容穴,吐血,3
不容穴,嘔吐,3
不容穴,胃病,3
不容穴,胸背痛,3
不容穴,腹脹,3
不容穴,雀目,3
不容穴,食欲不振,3
丘墟穴,下肢痿痹,11
丘墟穴,中耳炎,11
丘墟穴,中風偏癱,11
丘墟穴,外踝腫痛,11
丘墟穴,疝氣,11
丘墟穴,瘧疾,11
丘墟穴,目生翳膜,11
丘墟穴,目痛,11
丘墟穴,目翳,11
丘墟穴,目視不明,11
丘墟穴,目赤腫痛,11
丘墟穴,胸滿,11
丘墟穴,胸脅痛,11
丘墟穴,腋下腫,11
丘墟穴,頸項痛,11
丘墟穴,高血壓,11
中九里穴,中風後遺症,NULL
中力穴,重感冒,NULL
中封穴,不嗜食,12
中封穴,內踝腫痛,12
中封穴,四肢浮腫發脹,12
中封穴,小便不利,12
中封穴,排尿困難,12
中封穴,排尿疼痛,12
中封穴,疝氣,12
中封穴,疝痛,12
中封穴,睪丸內縮,12
中封穴,睪丸疼痛腫脹,12
中封穴,繞臍痛,12
中封穴,肩前部痛,12
中封穴,胃腸脹氣,12
中封穴,胸腹脹滿,12
中封穴,脅痛,12
中封穴,腰痛,12
中封穴,腳內踝痛,12
中封穴,腹股溝疝氣,12
中封穴,遺尿,12
中封穴,遺精,12
中封穴,陰囊內縮,12
中封穴,陰莖內縮,12
中封穴,陰莖疼痛搔癢,12
中封穴,陽溪穴附近痛,12
中封穴,黃疸,12
中平穴,心絞痛,NULL
中平穴,急性腰扭傷,NULL
中平穴,老年肩周炎,NULL
中平穴,落枕,NULL
中府穴,乾嘔,1
中府穴,前胸上部位疼痛,1
中府穴,前胸中部位疼痛,1
中府穴,前胸疼痛,1
中府穴,呼吸氣短言語無力,1
中府穴,咳嗽,1
中府穴,咳血,1
中府穴,咽喉痛,1
中府穴,哮喘,1
中府穴,喉氣管炎,1
中府穴,喉痹,1
中府穴,嘔吐,1
中府穴,心絞痛,1
中府穴,急性咽喉炎,1
中府穴,慢性喉炎,1
中府穴,支氣管炎,1
中府穴,氣喘,1
中府穴,氣逆,1
中府穴,汗出,1
中府穴,流鼻涕或流鼻水,1
中府穴,甲狀腺機能減退,1
中府穴,甲狀腺炎,1
中府穴,甲狀腺腫,1
中府穴,癭瘤,1
中府穴,神經性厭食症,1
中府穴,肩背交接痛,1
中府穴,肩背痛,1
中府穴,肺炎,1
中府穴,肺癆,1
中府穴,肺結核,1
中府穴,肺脹滿,1
中府穴,胃腸脹氣,1
中府穴,背部心肺區痛,1
中府穴,胸中熱,1
中府穴,胸悶,1
中府穴,胸滿,1
中府穴,胸痛,1
中府穴,腰痛,1
中府穴,腹脹,1
中府穴,面腫,1
中府穴,食慾不佳,1
中府穴,鼻塞,1
中府穴,鼻子癢,1
中庭穴,乾嘔,14
中庭穴,十二指腸炎,14
中庭穴,咽炎,14
中庭穴,嘔吐,14
中庭穴,心絞痛,14
中庭穴,心臟痛,14
中庭穴,打嗝,14
中庭穴,消化不良,14
中庭穴,肋間疼痛,14
中庭穴,胃腸脹氣,14
中庭穴,胸悶,14
中庭穴,胸脅支滿,14
中庭穴,食道炎,14
中庭穴,食道癌,14
中極穴,下腹部痛,14
中極穴,全身性水腫,14
中極穴,前列腺增生,14
中極穴,前列腺炎,14
中極穴,卵巢炎,14
中極穴,夜間遺尿,14
中極穴,夜間頻尿,14
中極穴,女陰搔癢,14
中極穴,子宮內膜異位症,14
中極穴,子宮崩漏,14
中極穴,子宮發炎,14
中極穴,子宮肌瘤,14
中極穴,子宮脫垂,14
中極穴,小便不利,14
中極穴,小便尿不乾淨,14
中極穴,小便渾濁不清,14
中極穴,小便量多顏色像水,14
中極穴,小便顏色偏黃,14
中極穴,少尿,14
中極穴,尿中挾有膿液,14
中極穴,尿中混挾精液,14
中極穴,尿失禁,14
中極穴,尿道炎,14
中極穴,尿道結石,14
中極穴,尿頻,14
中極穴,崩漏,14
中極穴,帶下,14
中極穴,帶下如水樣,14
中極穴,帶下有魚腥味,14
中極穴,帶下色黃且夾雜膿血,14
中極穴,排尿困難,14
中極穴,排尿疼痛,14
中極穴,早洩,14
中極穴,月經不調,14
中極穴,月經提前到來,14
中極穴,月經痛,14
中極穴,月經週期不規則,14
中極穴,水腫,14
中極穴,無尿,14
中極穴,產後惡露不止,14
中極穴,男性勃起障礙,14
中極穴,疝氣偏墜,14
中極穴,痛經,14
中極穴,白帶,14
中極穴,白濁,14
中極穴,積聚疼痛,14
中極穴,習慣性流產,14
中極穴,胞衣不下,14
中極穴,腎炎,14
中極穴,腎結石,14
中極穴,腰痛,14
中極穴,腹股溝疝氣,14
中極穴,腹脹,14
中極穴,膀胱炎,14
中極穴,赤白帶下,14
中極穴,輸尿管結石,14
中極穴,過早射精,14
中極穴,遺溺不禁,14
中極穴,遺精,14
中極穴,陰囊搔癢,14
中極穴,陰挺,14
中極穴,陰痛,14
中極穴,陰癢,14
中極穴,陰道炎,14
中極穴,陽痿,14
中極穴,面色灰暗,14
中極穴,面色較黑,14
中極穴,頻尿,14
中極穴,黃帶,14
中樞穴,上呼吸道感染,13
中樞穴,乾嘔,13
中樞穴,十二指腸炎,13
中樞穴,嘔吐,13
中樞穴,感冒,13
中樞穴,慢性肝炎,13
中樞穴,慢性鼻竇炎,13
中樞穴,眼睛模糊,13
中樞穴,神經性厭食症,13
中樞穴,胃痛,13
中樞穴,胃脘痛,13
中樞穴,胃腸脹氣,13
中樞穴,胸悶,13
中樞穴,腰痛,13
中樞穴,腰背痛,13
中樞穴,腹滿,13
中樞穴,食慾不佳,13
中樞穴,黃疸,13
中泉穴,中風,NULL
中泉穴,嘔吐,NULL
中泉穴,胃痛,NULL
中泉穴,胸悶,NULL
中泉穴(大腿區),口歪眼斜,NULL
中泉穴(大腿區),顏面神經麻痺,NULL
中注穴,下腹部痛,8
中注穴,卵巢炎,8
中注穴,大便時間較長,8
中注穴,大便溏,8
中注穴,大便燥結,8
中注穴,大便秘結,8
中注穴,大便稀薄,8
中注穴,大便難,8
中注穴,慢性結膜炎,8
中注穴,排尿困難,8
中注穴,排尿疼痛,8
中注穴,月經不調,8
中注穴,月經期間腹瀉,8
中注穴,月經週期不規則,8
中注穴,泄瀉,8
中注穴,痢疾,8
中注穴,腰痛,8
中注穴,腰脊痛,8
中注穴,腰腹疼痛,8
中注穴,腹瀉,8
中注穴,腹痛,8
中渚穴,中耳炎,10
中渚穴,五十肩,10
中渚穴,側頸痛,10
中渚穴,咽喉痛,10
中渚穴,咽喉腫痛,10
中渚穴,喉氣管炎,10
中渚穴,喉痹,10
中渚穴,四肢感到疼痛,10
中渚穴,四肢麻痺癱瘓,10
中渚穴,心悸,10
中渚穴,忽冷忽熱,10
中渚穴,急性咽喉炎,10
中渚穴,慢性喉炎,10
中渚穴,手心腳心發熱,10
中渚穴,手指不能屈伸,10
中渚穴,手痛,10
中渚穴,暈眩,10
中渚穴,月經偏頭痛,10
中渚穴,月經期間眼睛痛,10
中渚穴,梅尼爾氏病,10
中渚穴,熱病,10
中渚穴,瘧疾,10
中渚穴,發熱,10
中渚穴,發燒,10
中渚穴,目痛,10
中渚穴,目眩,10
中渚穴,目赤,10
中渚穴,眼睛疼痛,10
中渚穴,眼睛紅痛,10
中渚穴,砂眼,10
中渚穴,耳朵痛,10
中渚穴,耳朵癢,10
中渚穴,耳聾,10
中渚穴,耳鳴,10
中渚穴,肋間疼痛,10
中渚穴,肩背交接痛,10
中渚穴,肩背肘臂酸痛,10
中渚穴,肩頸交接處痛,10
中渚穴,背痛,10
中渚穴,背部肝膽區痛,10
中渚穴,脊膂痛,10
中渚穴,腮腺炎,10
中渚穴,腰痛,10
中渚穴,角膜炎,10
中渚穴,針眼,10
中渚穴,頭痛,10
中瀆穴,下肢痿痹,11
中瀆穴,下肢麻木,11
中瀆穴,中風,11
中瀆穴,半身不遂,11
中瀆穴,坐骨神經痛,11
中瀆穴,大腿外側疼痛,11
中瀆穴,大腿痛,11
中瀆穴,脅痛,11
中瀆穴,腰痛,11
中瀆穴,腳氣病,11
中瀆穴,臀部痛,11
中白穴,坐骨神經痛,NULL
中白穴,骨刺,NULL
中脘穴,上吐下瀉,14
中脘穴,不渴但是口乾,14
中脘穴,乾嘔,14
中脘穴,便秘,14
中脘穴,便血,14
中脘穴,僵直性脊椎炎,14
中脘穴,全身性水腫,14
中脘穴,十二指腸炎,14
中脘穴,原發性高血壓,14
中脘穴,口渴喜喝熱水,14
中脘穴,吐血,14
中脘穴,吞酸,14
中脘穴,呃逆,14
中脘穴,味覺減退,14
中脘穴,哮喘,14
中脘穴,喘息,14
中脘穴,嘔吐,14
中脘穴,嘴唇乾裂,14
中脘穴,噯氣脹氣,14
中脘穴,大便出血,14
中脘穴,大便時間較長,14
中脘穴,大便次數頻繁,14
中脘穴,大便秘結,14
中脘穴,大便膿血,14
中脘穴,大便難,14
中脘穴,大便非常臭,14
中脘穴,失眠,14
中脘穴,屍厥,14
中脘穴,怔忡,14
中脘穴,感到噁心反胃,14
中脘穴,慢性肝炎,14
中脘穴,打嗝,14
中脘穴,打鼾,14
中脘穴,月經期間大便出血,14
中脘穴,月經期間腹瀉,14
中脘穴,月經痛,14
中脘穴,月經週期不規則,14
中脘穴,氣喘,14
中脘穴,汗出,14
中脘穴,泄利,14
中脘穴,消化不良,14
中脘穴,產後血暈,14
中脘穴,疳積,14
中脘穴,痢疾,14
中脘穴,瘧疾,14
中脘穴,癇證,14
中脘穴,癲狂,14
中脘穴,癲癇,14
中脘穴,目眩,14
中脘穴,睡眠障礙,14
中脘穴,神經性厭食症,14
中脘穴,糖尿病,14
中脘穴,納呆,14
中脘穴,翻胃,14
中脘穴,耳鳴,14
中脘穴,肥胖,14
中脘穴,胃下垂,14
中脘穴,胃潰瘍,14
中脘穴,胃脘痛,14
中脘穴,胃腸感覺不舒服,14
中脘穴,胃腸脹氣,14
中脘穴,胰腺癌,14
中脘穴,脅下堅痛,14
中脘穴,腰痛,14
中脘穴,腸鳴,14
中脘穴,腹中感到寒冷,14
中脘穴,腹中有鳴叫聲,14
中脘穴,腹滿,14
中脘穴,腹瀉,14
中脘穴,腹瀉伴隨不消化食物,14
中脘穴,腹痛,14
中脘穴,腹脹,14
中脘穴,膽固醇過高,14
中脘穴,臌脹,14
中脘穴,臟躁,14
中脘穴,蕁麻疹,14
中脘穴,虛勞吐血,14
中脘穴,赤白帶下,14
中脘穴,身體易出汗,14
中脘穴,身體消瘦,14
中脘穴,頭痛,14
中脘穴,食不化,14
中脘穴,食慾不佳,14
中脘穴,食慾不振,14
中脘穴,食欲不振,14
中脘穴,驚悸,14
中脘穴,驚風,14
中脘穴,高血脂症,14
中脘穴,黃疸,14
中膂俞穴,坐骨神經痛,7
中膂俞穴,大便溏,7
中膂俞穴,大便稀薄,7
中膂俞穴,月經期間腹瀉,7
中膂俞穴,泄瀉,7
中膂俞穴,疝氣,7
中膂俞穴,疝痛,7
中膂俞穴,痢疾,7
中膂俞穴,脅痛,7
中膂俞穴,腰痛,7
中膂俞穴,腰脊強痛,7
中膂俞穴,腰骶痛,7
中膂俞穴,腹瀉,7
中膂俞穴,腹股溝疝氣,7
中膂俞穴,腹脹,7
中膂俞穴,臀部痛,7
中衝穴,中暑,9
中衝穴,中風,9
中衝穴,中風昏迷,9
中衝穴,原發性高血壓,9
中衝穴,口中生瘡破皮,9
中衝穴,咽喉腫痛,9
中衝穴,容易緊張,9
中衝穴,小兒驚風,9
中衝穴,心痛,9
中衝穴,心絞痛,9
中衝穴,心肌炎,9
中衝穴,心臟痛,9
中衝穴,感覺掌心發熱,9
中衝穴,慢性結膜炎,9
中衝穴,慢性風濕性心包炎,9
中衝穴,昏厥,9
中衝穴,流鼻血,9
中衝穴,消化不良,9
中衝穴,熱病,9
中衝穴,癲癇,9
中衝穴,發熱,9
中衝穴,發燒,9
中衝穴,眼睛紅痛,9
中衝穴,睡眠障礙,9
中衝穴,砂眼,9
中衝穴,突然暈倒不省人事,9
中衝穴,耳聾,9
中衝穴,舌下腫痛,9
中衝穴,舌強不語,9
中衝穴,舌痛,9
中衝穴,舌頭發癢,9
中衝穴,針眼,9
中衝穴,頭痛,9
中都穴,下肢麻木,12
中都穴,下腹部痛,12
中都穴,喉氣管炎,12
中都穴,大便溏,12
中都穴,大便稀薄,12
中都穴,子宮崩漏,12
中都穴,小腹痛,12
中都穴,崩漏,12
中都穴,慢性喉炎,12
中都穴,慢性肝炎,12
中都穴,月經期間腹瀉,12
中都穴,月經痛,12
中都穴,月經週期不規則,12
中都穴,泄瀉,12
中都穴,消化不良,12
中都穴,疝氣,12
中都穴,痢疾,12
中都穴,白帶,12
